"Product Id","Product Type","Collection Titles","Product Tags","Product Title","Product Description (Plain Text)","Product Category","Product Handle","Product Created At","Product Published At","Product Image","Variant Id","Variant Title","Variant Sku","Variant Inventory Quantity","Variant Option1","Variant Option2","Variant Option3","Variant Option1 Value","Variant Option2 Value","Variant Option3 Value","Variant Image"
9129513217,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,Starlet,"Rose gold chrome and a crystal blend in shades of pink, with a rose gold chrome gem on top.",Pens,starlet-rose-gold-chrome-crystal-pen,2017-04-04T20:19:43Z,,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-starlet-hollywood-boulevard-limited-edition-1.jpg?v=1518129068,32660554753,Starlet,HB04,0,Title,,,"Default Title",,,
758444228728,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens","art deco,hall-of-fame",Gatsby,"Gatsby has a blend of crystals in shades of peach, a glossy white barrel with an Art Deco flourish, and rose gold hardware. The gem on top is rose gold mirrored chrome.",Pens,gatsby-art-deco-collection,2018-04-27T19:53:23Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-gatsby-art-deco-collection-limited-edition-1.jpg?v=1548085073, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-gatsby-art-deco-collection-limited-edition-2.jpg?v=1548085073",8126717001848,Gatsby,LE0032,0,Title,,,"Default Title",,,
7078129473,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"FiloAlly 2","Baby, it's cold outside, but we're dreaming up a Caribbean Christmas with the latest designer pen by FiloAlly. Jump in the line and listen to the calypso rhythms of steel drums. The Caribbean Blue barrel is topped with yellow, red, pink, and two shades of watery blue crystals. An Indicolite Preciosa crystal sits on top. We think FiloAlly deserves to have a tropical beverage named after her. Cheers!",Pens,filoally-designer-collection-crystal-pen,2016-07-21T22:10:47Z,,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-filoally-designer-collection-crystal-pen-1.jpg?v=1497223802,22251649601,"FiloAlly 2",DC15,0,Title,,,"Default Title",,,
1926244892726,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,Celebration,"Celebration has a satin gold finish with a blend of petite gold aurora Czech crystals.",Pens,celebration-satin-gold,2018-12-10T22:02:22Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-celebration-1.jpg?v=1548085194, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-celebration-2.jpg?v=1548085194",19097905627190,Celebration,LE0056,0,Title,,,"Default Title",,,
9168754177,Pens,"OrderlyEmails - Recommended Products, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"simply gilded Trio","These lovely pastel creations are perfect for spring. There are three pens in this collection, with frosted enamel barrels in the softest pink, blue, and white. Each one has a rainbow of pastel crystals locked in the acrylic chamber. ",Pens,simply-gilded-designer-collection,2017-04-11T19:10:18Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-simply-gilded-designer-collection-1.jpg?v=1497224044, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-simply-gilded-designer-collection-2.jpg?v=1497224044, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-simply-gilded-designer-collection-3.jpg?v=1497224047",32935105601,"simply gilded Trio",DC23C,0,Title,,,Default,,,
1944099815478,Pens,"The Whites, OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens, Shop by Color","hall-of-fame,provocateur",Coquette,"Coquette has a white barrel with a corset print and a blend of blue and lavender crystals.
 ",Pens,coquette,2019-01-22T19:25:06Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-coquette-1.jpg?v=1621363354, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-coquette-3.jpg?v=1621363354, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-coquette-2.jpg?v=1621363354",19295496273974,Coquette,AG88,0,Title,,,"Default Title",,,
3819074817,Pens,"The Whites, OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Shop by Metal, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens, Shop by Color, Gold",hall-of-fame,"Pocketful of Sparkles","You'll feel like you were kissed by a butterfly with this designer crystal pen by Pocketful of Sparkles. Amethyst, aurora, and aquamarine crystals dance in the chamber over a glossy white barrel, topped with an aquamarine crystal on top.",Pens,pocketful-of-sparkles,2016-01-05T21:28:22Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-pocketful-of-sparkles-designer-crystal-pen-1.jpg?v=1497223677, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-pocketful-of-sparkles-designer-crystal-pen-2.jpg?v=1497223677, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-pocketful-of-sparkles-designer-crystal-pen-3.jpg?v=1497223679",11081954113,"Pocketful of Sparkles",DC13,0,Title,,,"Default Title",,,
2118882590774,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens","hall-of-fame,northernlightshof","Celestial Pink III","Celestial Pink has a dreamy wash of soft pastel pink and white with petite aurora glass crystals and silver hardware.",Pens,celestial-pink-northern-lights-collection,2019-05-15T18:18:41Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-celestial-pink-northern-lights-collection-1.jpg?v=1608343949, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-celestial-pink-northern-lights-collection-2.jpg?v=1608343950",20389034524726,"Celestial Pink III",SGS102,0,Title,,,"Default Title",,,
8653488769,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"simply gilded I",,Pens,simply-gilded-designer-crystal-pen-3,2017-01-11T18:41:01Z,,https://cdn.shopify.com/s/files/1/0694/3771/files/PhotoUnavailable.jpg?v=1720414751,29316888577,"simply gilded I",DC25,0,Title,,,Default,,,
10225034945,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"Itsy Bitsy Spider","Limited Edition

A signature blend of jet and black diamond crystals on top of a glossy charcoal gray barrel with a Halloween surprise...an itsy, bitsy, spider!",Pens,itsy-bitsy-spider-signature-crystal-pen,2017-09-27T21:50:41Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-itsy-bitsy-spider-limited-edition-1.jpg?v=1518129151, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-itsy-bitsy-spider-limited-edition-2.jpg?v=1518129152",38174840065,"Itsy Bitsy Spider",VIP09,0,Title,,,"Default Title",,,
3881123841,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"Taylor Plans","The newest covet-worthy Designer Collection pen was designed by Taylor Plans. Watery shades of peridot, aquamarine, and amethyst on a white enamel barrel. Inspired by mermaids.",Pens,designer-pengem-by-taylorplans,2016-01-13T18:12:21Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-taylor-plans-designer-crystal-pen-1.jpg?v=1497223702, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-taylor-plans-designer-crystal-pen-2.jpg?v=1497223702, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-taylor-plans-designer-crystal-pen-3.png?v=1497223705",11274267457,"Taylor Plans",DC08,0,Title,,,Default,,,
10324485249,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"That's So L.A.","A colorful blend of crystals in shades of peach, green, and aquamarine on a peach metallic barrel, topped with an iridescent peach aurora crystal and finished with silver hardware.",Pens,thats-so-la-signature-crystal-pen,2017-10-18T17:57:15Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-that-s-so-l-a-citypop-limited-edition-1.jpg?v=1526145216, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-that-s-so-l-a-citypop-limited-edition-2.jpg?v=1526145218",38611166913,"That's So L.A.",SG65,0,Title,,,"Default Title",,,
8770409793,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens","coffee shop,hall-of-fame",Cappuccino,"Limited Edition
Treat yourself to a yummy concoction inspired by a cappuccino from your favorite coffee shop. This pen features a light brown barrel with a frosty finish and honey crystals. It's topped with a Preciosa honey crystal on top. 
Each pen comes with black ink with a standard medium ballpoint cartridge. We'll also send an extra standard cartridge for every pen.",Pens,cappuccino-signature-crystal-pen,2017-02-01T20:40:07Z,,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-cappuccino-signature-crystal-pen-1.jpg?v=1497223990,30119295233,Cappuccino,SG44,0,Title,,,Default,,,
749764935800,Pens,"OrderlyEmails - Recommended Products, Silver, Stocking Stuffers, Shop by Color, Shop by Metal, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"April Showers","VIP Exclusive",Pens,april-showers-limited-edition-vip-exclusive,2018-04-10T14:10:48Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-april-showers-vip-exclusive-1.jpg?v=1526145337, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-april-showers-vip-exclusive-2.jpg?v=1526145337, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-april-showers-vip-exclusive-3.jpg?v=1526145338",8110843527288,"April Showers",VIP11,0,Title,,,"Default Title",,,
389800984616,Pens,"The Purples, OrderlyEmails - Recommended Products, Silver, Stocking Stuffers, Shop by Color, Shop by Metal, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens, Shop by Color","airbrush,hall-of-fame","Antoinette Airbrush",,Pens,antoinette-purple-airbrush-limited-edition,2018-01-03T01:54:25Z,,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-antoinette-airbrush-limited-edition-1.jpg?v=1530414613,3468848037928,"Antoinette Airbrush",SG92,0,Title,,,"Default Title",,,
9129503553,Pens,"OrderlyEmails - Recommended Products, Silver, Stocking Stuffers, Shop by Color, Shop by Metal, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,Ultraviolet,"Ultraviolet features violet, dark purple, and jet black crystals blended together. The black enamel barrel has a metallic finish that looks like tiny stars that catch the light. It is part of the Stargazer collection.",Pens,ultraviolet-signature-crystal-pen,2017-04-04T20:17:29Z,,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-ultraviolet-stargazer-limited-edition-1.jpg?v=1518129063,32660459137,Ultraviolet,SG56,0,Title,,,"Default Title",,,
753767153784,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens","hall-of-fame,Pippin Loves Fiona","Bisou Bisou","Bisou Bisou has a white barrel with a blend of pink, black, and clear crystals with black hardware.
 ",Pens,bisou-bisou,2018-04-18T00:54:08Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-bisou-bisou-1.jpg?v=1626311266, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-bisou-bisou-2.jpg?v=1627695156, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-bisou-bisou-3.jpg?v=1626311268",8118924968056,"Bisou Bisou",PF14,0,Title,,,"Default Title",,,
7078103105,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,Cabaret,"Put on your red dress and get ready for an evening out with the Cabaret Autograph crystal pen. All eyes will be on you as you move through the crowd. It's a color that says, ""I'm flashy but I'm classy."" Sign a quick autograph. The dark red crystals will catch the theater lights, and gold  hardware sets just the right tone for the uptown evening.",Pens,cabaret-red-autograph-crystal-pen,2016-07-21T22:08:25Z,,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-cabaret-autograph-crystal-pen-1.jpg?v=1497223790,22251577793,Cabaret,AG11,0,Title,,,Default,,,
758433218680,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens","hall-of-fame,safari",Crocodile,"Crocodile has a deep olive green barrel with a crocodile print and gold hardware with blended crystals in matching shades of green.
 ",Pens,crocodile-safari-collection,2018-04-27T19:43:38Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/crocodile-safari-collection-1.jpg?v=1583552761, https://cdn.shopify.com/s/files/1/0694/3771/products/crocodile-safari-collection-2.jpg?v=1583552761, https://cdn.shopify.com/s/files/1/0694/3771/products/crocodile-safari-collection-3.jpg?v=1583552761",8126699274360,Crocodile,LE24,0,Title,,,"Default Title",,,
9129572353,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"Glam Squad","Gold chrome with a blend of crystals in shades of lavender and brown, topped with a gold chrome gem. ",Pens,glam-squad-gold-chrome-crystal-pen,2017-04-04T20:28:23Z,,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-glam-squad-hollywood-boulevard-limited-edition-1.jpg?v=1518129072,32660746305,"Glam Squad",HB05,0,Title,,,"Default Title",,,
779898224760,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"Plan It Perfect","The Plan It Perfect designer pen is a blend of mints and grays with silver chrome hardware topped with a black diamond gem.
Each pen comes with black ink with a standard medium ballpoint cartridge. We'll also send an extra standard cartridge for every pen.",Pens,plan-it-perfect-designer-limited-edition,2018-05-23T21:24:12Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-plan-it-perfect-x-pengems-limited-edition-1.jpg?v=1589684556, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-plan-it-perfect-x-pengems-limited-edition-2_66b45353-95fd-4c98-8a9a-76d650baea95.jpg?v=1589684556, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-plan-it-perfect-x-pengems-limited-edition-3_b6fec2a3-2bad-40b9-8358-71d9126e0c74.jpg?v=1589684558, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-plan-it-perfect-x-pengems-limited-edition-2.jpg?v=1589684556, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-plan-it-perfect-x-pengems-limited-edition-3.jpg?v=1589684556",8659322601592,"Plan It Perfect",DC30,0,Title,,,Default,,,
2427164161,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"Two Lil Bees II","Another beautiful Designer PenGem by Maria from Two Lil Bees Co.! The pastel colors were inspired by a winter sunset. The snowy white enamel barrel is topped with a mix of pink, purple, and diamond crystal rhinestones.",Pens,designer-pengem-by-two-lil-bees-co-2,2015-11-07T00:00:58Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-two-lil-bees-co-designer-crystal-pen-1_edcc667f-0057-427c-b590-9332161ca695.jpg?v=1497223646, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-designer-pengem-by-two-lil-bees-co-2-2.jpg?v=1497223645, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-designer-pengem-by-two-lil-bees-co-2-3.jpg?v=1497223645, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-designer-pengem-by-two-lil-bees-co-2-4.jpg?v=1497223645",8138417217,"Two Lil Bees II",DC06,0,Title,,,Default,,,
1568647217264,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"Evolve You Foundation","100% of the proceeds of this Sparkle for a Cause pen will be donated to the Evolve You Foundation. 
A blend of blue and orange crystals with an orange gem on a deep blue barrel with orange stars. 
All pens come with smooth black ink. The ballpoint ink cartridge is replaceable, and we'll send an extra standard ballpoint ink refill with each pen.",Pens,evolve-you-foundation-sparkle-for-a-cause,2018-11-13T20:42:58Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-evolve-you-foundation-sparkle-for-a-cause-1.jpg?v=1548085173, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-evolve-you-foundation-sparkle-for-a-cause-2.jpg?v=1548085173, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-evolve-you-foundation-sparkle-for-a-cause-3.jpg?v=1548085173, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-evolve-you-foundation-sparkle-for-a-cause-4.jpg?v=1548085173, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-evolve-you-foundation-sparkle-for-a-cause-5.jpg?v=1548085173, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-evolve-you-foundation-sparkle-for-a-cause-6.jpg?v=1548085173",15593119383664,"Evolve You Foundation",SFC06,0,Title,,,"Default Title",,,
9142176385,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"Paper Princess III","Paper Princess has done it again! She's designed our first printed pen. Glossy black enamel with white polka dots, topped with pink and clear crystals and gold hardware. A light rose aurora crystal is set on top. This is the perfect #girlboss pen, and a must for PenGems pen collections.",Pens,paper-princess-designer-crystal-pen,2017-04-06T19:05:08Z,,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-paper-princess-3-designer-limited-edition-1.jpg?v=1518129081,32749310273,"Paper Princess III",DC26,0,Title,,,"Default Title",,,
1941538897974,Pens,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Shop by Metal, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens, Rose Gold Crystal Pens, Satin Finish",hall-of-fame,"Ever After","Ever After is a satin rose gold finish with a blend of gold and clear petite aurora Czech crystals.
 ",Pens,ever-after,2019-01-16T16:45:41Z,,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-ever-after-1.jpg?v=1548085203, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-ever-after-2.jpg?v=1548085203",19255418650678,"Ever After",SA01,0,Title,,,"Default Title",,,
